Wall time,Step,Value
1605197418.1054897,0,30.670000076293945
1605197440.9244237,1,34.43000030517578
1605197463.5708196,2,39.36000061035156
1605197486.254117,3,40.369998931884766
1605197508.843665,4,44.45000076293945
1605197531.4641309,5,48.59000015258789
1605197553.993839,6,54.63999938964844
1605197576.621286,7,56.81999969482422
1605197599.2607005,8,61.72999954223633
1605197621.8701954,9,61.439998626708984
1605197644.42384,10,67.43000030517578
1605197667.049292,11,66.12999725341797
1605197689.6677628,12,68.61000061035156
1605197712.3819773,13,73.0999984741211
1605197735.0373495,14,69.23999786376953
1605197757.7336123,15,65.68000030517578
1605197780.3750212,16,75.23999786376953
1605197803.0373747,17,70.58000183105469
1605197825.6009927,18,76.76000213623047
1605197848.373052,19,76.30999755859375
1605197870.9955127,20,78.33000183105469
1605197893.6249535,21,74.94000244140625
1605197916.2494085,22,77.66999816894531
1605197938.995538,23,78.05999755859375
1605197961.6080248,24,79.05000305175781
1605197984.352159,25,79.36000061035156
1605198007.0524113,26,80.9800033569336
1605198029.8314524,27,81.05999755859375
1605198052.4967983,28,79.95999908447266
1605198075.138207,29,80.33000183105469
1605198097.798566,30,81.93000030517578
1605198120.5087912,31,82.80999755859375
1605198143.1851075,32,81.80999755859375
1605198165.8364902,33,82.1500015258789
1605198188.5856113,34,81.2300033569336
1605198211.2200391,35,82.27999877929688
1605198233.8774056,36,80.41999816894531
1605198256.58065,37,82.16000366210938
1605198279.3557022,38,83.31999969482422
1605198302.0300229,39,83.2300033569336
1605198324.6853952,40,82.95999908447266
1605198347.3846512,41,84.47000122070312
1605198370.1297817,42,82.2699966430664
1605198392.7572286,43,83.0199966430664
1605198415.4534914,44,84.97000122070312
1605198438.1377861,45,84.72000122070312
1605198460.8270674,46,84.01000213623047
1605198483.4375596,47,86.06999969482422
1605198506.1667337,48,85.4000015258789
1605198528.8091402,49,85.7300033569336
1605198551.4605238,50,87.11000061035156
1605198574.0949516,51,85.30000305175781
1605198596.8051767,52,85.55999755859375
1605198619.500442,53,85.31999969482422
1605198642.2016914,54,85.79000091552734
1605198664.8231542,55,86.11000061035156
1605198687.6041899,56,87.37999725341797
1605198710.2954662,57,86.2699966430664
1605198732.9478462,58,87.1500015258789
1605198755.6431115,59,87.33000183105469
1605198778.4730165,60,86.7300033569336
1605198801.1852372,61,85.12999725341797
1605198823.8655417,62,84.36000061035156
1605198846.5568182,63,85.5199966430664
1605198869.263054,64,84.26000213623047
1605198891.9234128,65,86.93000030517578
1605198914.6326408,66,86.66000366210938
1605198937.325911,67,84.06999969482422
1605198960.001231,68,85.80999755859375
1605198982.6805377,69,85.58000183105469
1605199005.3478777,70,86.19000244140625
1605199028.0391536,71,86.77999877929688
1605199050.6875446,72,86.98999786376953
1605199073.3249645,73,84.7699966430664
1605199095.9703631,74,88.52999877929688
1605199118.716493,75,84.30999755859375
1605199141.3888197,76,84.48999786376953
1605199164.065135,77,80.80000305175781
1605199186.7424488,78,87.26000213623047
1605199209.5135112,79,86.37000274658203
1605199232.1928203,80,86.5199966430664
1605199254.902047,81,88.69999694824219
1605199277.595318,82,86.31999969482422
1605199300.2975647,83,87.3499984741211
1605199322.9569263,84,85.9000015258789
