Wall time,Step,Value
1608222031.9554374,0,37.209999084472656
1608222077.13144,1,49.220001220703125
1608222122.4990442,2,51.709999084472656
1608222177.9473946,3,57.70000076293945
1608222244.971689,4,56.91999816894531
1608222310.9600723,5,61.380001068115234
1608222377.739112,6,64.27999877929688
1608222445.638287,7,63.09000015258789
1608222511.2283003,8,66.20999908447266
1608222577.4814794,9,66.66999816894531
1608222643.336079,10,66.80999755859375
1608222715.261901,11,68.81999969482422
1608222803.8795395,12,68.9000015258789
1608222892.1296573,13,70.33000183105469
1608222980.9778547,14,71.29000091552734
1608223069.227872,15,70.23999786376953
1608223158.543187,16,71.33999633789062
1608223247.1505764,17,71.30000305175781
1608223334.5475914,18,70.55999755859375
1608223421.668803,19,72.86000061035156
1608223511.0885553,20,73.58999633789062
1608223599.794309,21,72.06999969482422
1608223687.5953038,22,74.23999786376953
1608223776.5020244,23,74.16000366210938
1608223865.3789783,24,74.63999938964844
1608223952.9401634,25,74.13999938964844
1608224042.056003,26,74.76000213623047
1608224129.6165156,27,74.1500015258789
1608224218.8630571,28,74.77999877929688
1608224306.9227722,29,74.55000305175781
1608224395.90685,30,76.56999969482422
1608224485.2732065,31,76.4000015258789
1608224574.1031628,32,76.33999633789062
1608224662.3482847,33,76.23999786376953
1608224750.1502697,34,75.4000015258789
1608224839.1358764,35,76.75
1608224928.660657,36,76.25
1608225016.9774423,37,77.43000030517578
1608225105.2675283,38,76.7300033569336
1608225193.1601887,39,77.86000061035156
1608225281.8251634,40,77.98999786376953
1608225370.7721493,41,77.72000122070312
1608225458.5824,42,77.45999908447266
1608225546.976541,43,77.91999816894531
1608225634.1551702,44,76.80000305175781
1608225723.2843573,45,79.7300033569336
1608225812.768151,46,79.05000305175781
1608225901.4797826,47,78.05999755859375
1608225989.1287007,48,78.52999877929688
1608226076.7095137,49,78.66999816894531
1608226166.4021165,50,79.0
1608226254.007231,51,78.52999877929688
1608226340.9600863,52,78.54000091552734
1608226428.1414483,53,79.7300033569336
1608226517.7178545,54,79.19000244140625
1608226606.2523618,55,79.7699966430664
1608226694.0135438,56,79.56999969482422
1608226782.009305,57,78.54000091552734
1608226871.215881,58,80.36000061035156
1608226959.4805133,59,80.5999984741211
1608227049.0451314,60,79.05999755859375
1608227137.120424,61,80.19000244140625
1608227226.0782373,62,80.52999877929688
1608227312.8601727,63,80.18000030517578
1608227401.3581586,64,80.75
1608227491.2371218,65,80.38999938964844
1608227579.396266,66,80.62999725341797
1608227666.552424,67,81.20999908447266
1608227754.683678,68,81.0199966430664
1608227843.696249,69,80.55999755859375
1608227931.4569914,70,81.19999694824219
1608228019.2536097,71,79.75
1608228107.2906945,72,80.37000274658203
1608228196.6079905,73,81.69000244140625
1608228284.1253443,74,80.45999908447266
1608228373.1297114,75,81.26000213623047
1608228461.8475876,76,81.66000366210938
1608228550.4565454,77,80.43000030517578
1608228637.4413197,78,81.72000122070312
1608228726.41289,79,81.7699966430664
1608228815.7357488,80,81.3499984741211
1608228903.4494076,81,81.93000030517578
1608228991.2527313,82,82.7699966430664
1608229079.5904806,83,81.94000244140625
1608229169.9236941,84,81.08999633789062
1608229257.4368327,85,79.93000030517578
1608229344.5692916,86,81.1500015258789
1608229431.762613,87,81.80000305175781
1608229520.5794616,88,82.08999633789062
1608229609.754755,89,79.2699966430664
1608229697.9323223,90,82.5999984741211
1608229786.2520683,91,82.63999938964844
1608229875.184769,92,81.93000030517578
1608229963.4122727,93,81.44000244140625
1608230052.9462981,94,82.58999633789062
1608230141.687088,95,82.41999816894531
1608230229.9024067,96,82.44000244140625
1608230318.161335,97,83.13999938964844
1608230406.7664006,98,81.36000061035156
1608230496.9318845,99,82.83999633789062
1608230584.8444192,100,82.7300033569336
1608230671.154632,101,81.45999908447266
1608230758.9114556,102,82.45999908447266
1608230849.3468263,103,81.33000183105469
1608230936.4352162,104,81.06999969482422
1608231024.1920414,105,83.06999969482422
1608231112.7245078,106,82.6500015258789
1608231201.8244407,107,82.37999725341797
1608231289.8957133,108,82.91000366210938
1608231377.895445,109,82.94000244140625
1608231467.5600774,110,80.91000366210938
1608231556.1018093,111,82.38999938964844
1608231643.9049585,112,81.91000366210938
1608231731.37769,113,82.73999786376953
1608231821.6341028,114,82.93000030517578
1608231909.1146755,115,81.79000091552734
1608231996.4145186,116,83.19999694824219
1608232083.552788,117,81.69000244140625
1608232173.8785465,118,82.0
1608232261.873763,119,82.87000274658203
1608232349.5132928,120,82.83000183105469
1608232437.8876908,121,81.37000274658203
1608232525.954675,122,83.87000274658203
1608232615.0226603,123,81.4800033569336
1608232703.1107924,124,81.16000366210938
1608232792.334223,125,83.55999755859375
1608232879.618403,126,82.30999755859375
1608232968.0172942,127,82.44000244140625
1608233057.6532493,128,84.18000030517578
1608233146.6692574,129,83.05999755859375
1608233233.0525553,130,82.36000061035156
1608233319.9840157,131,82.61000061035156
1608233404.0451558,132,82.5999984741211
1608233467.4607599,133,83.5
1608233527.4300108,134,80.4000015258789
1608233588.0448592,135,83.94999694824219
1608233651.1977372,136,83.36000061035156
1608233711.85082,137,81.06999969482422
1608233772.5956633,138,81.6500015258789
1608233834.860865,139,83.88999938964844
1608233897.2855144,140,83.75
1608233958.8370488,141,84.76000213623047
1608234020.3803413,142,83.87999725341797
1608234082.6481276,143,82.76000213623047
1608234144.6002028,144,83.1500015258789
1608234206.2986681,145,82.52999877929688
1608234268.8939614,146,81.62000274658203
1608234329.8125372,147,84.02999877929688
1608234391.1089776,148,84.08000183105469
1608234454.6139534,149,82.8499984741211
1608234516.2945178,150,82.12000274658203
1608234576.4805899,151,83.63999938964844
1608234638.4441588,152,83.06999969482422
1608234700.9794521,153,84.26000213623047
1608234761.0665097,154,83.26000213623047
1608234821.9293625,155,85.25
1608234885.1510751,156,84.23999786376953
1608234946.818548,157,84.91999816894531
1608235007.8469675,158,82.0999984741211
1608235069.5188448,159,83.54000091552734
1608235131.8686213,160,84.0999984741211
1608235194.148826,161,84.2300033569336
1608235255.5532281,162,83.7699966430664
1608235317.9824004,163,84.4000015258789
1608235379.3939385,164,84.94000244140625
1608235441.5425756,165,84.19999694824219
1608235503.8298903,166,83.13999938964844
1608235565.6434333,167,84.37000274658203
1608235626.815159,168,82.51000213623047
1608235689.3821888,169,85.20999908447266
1608235751.9881144,170,83.66000366210938
1608235808.094774,171,83.69999694824219
1608235847.9270713,172,84.80999755859375
1608235889.5650122,173,85.22000122070312
1608235929.537685,174,83.7699966430664
1608235969.9539843,175,84.2699966430664
1608236011.8791943,176,83.47000122070312
1608236051.2177174,177,83.88999938964844
1608236091.5642056,178,84.12999725341797
1608236132.6291463,179,84.4000015258789
1608236172.9399767,180,84.06999969482422
1608236213.5548363,181,85.56999969482422
1608236255.2706196,182,85.30000305175781
1608236295.3931172,183,85.1500015258789
1608236336.6661925,184,84.68000030517578
1608236378.3926702,185,85.36000061035156
1608236403.2443292,186,85.37000274658203
1608236424.5750778,187,82.87999725341797
1608236445.8003488,188,85.80000305175781
1608236467.2227368,189,80.79000091552734
1608236488.5111,190,85.45999908447266
1608236509.7405193,191,84.69999694824219
1608236530.9136574,192,84.7699966430664
1608236552.2065449,193,82.0
1608236573.360132,194,85.12999725341797
1608236594.6839676,195,85.22000122070312
1608236615.9261608,196,85.98999786376953
1608236637.354958,197,85.80999755859375
1608236658.5715802,198,86.26000213623047
1608236679.9902608,199,86.13999938964844
1608236701.240689,200,86.20999908447266
1608236722.5746477,201,86.31999969482422
1608236744.1556866,202,84.55000305175781
1608236766.02938,203,84.37999725341797
1608236787.4999456,204,84.9000015258789
1608236808.8260574,205,86.19000244140625
1608236830.1258533,206,85.13999938964844
1608236851.4203303,207,85.23999786376953
1608236872.8074172,208,84.20999908447266
1608236894.0380096,209,85.29000091552734
1608236915.217069,210,86.37000274658203
1608236936.471338,211,85.25
1608236957.8880873,212,86.30999755859375
1608236979.066087,213,86.11000061035156
1608237000.2826166,214,86.4800033569336
1608237021.991335,215,85.13999938964844
1608237043.3519683,216,86.48999786376953
1608237064.9281716,217,86.13999938964844
1608237086.4370406,218,84.05999755859375
1608237107.6959295,219,86.41999816894531
1608237128.9382908,220,85.33999633789062
1608237150.213445,221,86.08999633789062
1608237171.506834,222,85.43000030517578
1608237192.9208558,223,86.44999694824219
1608237214.428585,224,85.70999908447266
1608237235.796403,225,86.94000244140625
1608237257.1243467,226,86.0199966430664
1608237278.7395523,227,86.88999938964844
1608237299.9810686,228,86.87000274658203
1608237321.4590588,229,87.13999938964844
1608237342.9827995,230,86.75
1608237364.1769555,231,85.05999755859375
1608237385.4905818,232,86.5199966430664
1608237406.7712088,233,86.9000015258789
1608237427.979801,234,85.62000274658203
1608237449.658019,235,86.69000244140625
1608237471.4616086,236,86.20999908447266
1608237492.807545,237,86.29000091552734
1608237514.313019,238,86.66000366210938
1608237535.726859,239,86.69999694824219
1608237556.9966497,240,87.0199966430664
1608237578.2579114,241,87.11000061035156
1608237599.6545968,242,86.77999877929688
1608237620.8918114,243,87.05999755859375
1608237642.152646,244,87.20999908447266
1608237663.5469615,245,87.91999816894531
1608237684.8161488,246,88.13999938964844
1608237706.2258904,247,86.72000122070312
1608237727.579625,248,87.77999877929688
1608237748.8264425,249,87.16000366210938
1608237770.0085914,250,87.79000091552734
1608237791.2816606,251,87.45999908447266
1608237812.5023751,252,87.43000030517578
1608237833.9426377,253,87.63999938964844
1608237855.1936045,254,87.25
1608237876.4082642,255,87.7699966430664
1608237897.71236,256,87.95999908447266
1608237918.9386258,257,88.01000213623047
1608237940.1853483,258,88.04000091552734
1608237961.4690535,259,87.48999786376953
1608237982.8740363,260,87.2699966430664
1608238004.1906044,261,88.08999633789062
1608238024.808402,262,88.18000030517578
1608238045.4773371,263,88.33000183105469
1608238066.1314209,264,87.62999725341797
1608238087.388381,265,87.7300033569336
1608238108.719347,266,87.80000305175781
1608238130.3191,267,88.1500015258789
1608238151.7273805,268,88.47000122070312
1608238173.0129106,269,87.94999694824219
1608238194.2710202,270,87.97000122070312
1608238215.6839576,271,88.63999938964844
1608238237.0612745,272,88.38999938964844
1608238258.271019,273,88.75
1608238279.6092422,274,88.69999694824219
1608238300.8818822,275,88.08999633789062
1608238322.1324892,276,88.12000274658203
1608238343.4640126,277,88.38999938964844
1608238364.685102,278,88.79000091552734
1608238385.9002073,279,88.68000030517578
1608238407.1964028,280,88.3499984741211
1608238428.63913,281,88.52999877929688
1608238450.6029696,282,88.95999908447266
1608238472.1818452,283,88.87999725341797
1608238493.542383,284,88.9000015258789
1608238514.7841723,285,88.76000213623047
1608238536.0544474,286,88.55000305175781
1608238557.1936986,287,88.69999694824219
1608238577.8531027,288,88.69999694824219
1608238599.263528,289,88.63999938964844
1608238620.6724985,290,89.06999969482422
1608238642.0480676,291,88.58999633789062
1608238663.4010384,292,89.0199966430664
1608238684.595244,293,88.86000061035156
1608238705.7346504,294,88.83999633789062
1608238727.1497016,295,88.91999816894531
1608238748.541915,296,88.56999969482422
1608238769.8060336,297,88.5199966430664
1608238791.1616154,298,88.9000015258789
1608238812.554255,299,88.7699966430664
