Wall time,Step,Value
1602574314.0640285,0,33.43000030517578
1602574382.4820561,1,43.25
1602574445.8386202,2,43.72999954223633
1602574520.0840635,3,49.060001373291016
1602574587.6643317,4,51.0099983215332
1602574651.68113,5,54.869998931884766
1602574724.5891502,6,53.619998931884766
1602574788.607943,7,54.849998474121094
1602574856.9671283,8,54.06999969482422
1602574932.3475363,9,58.75
1602574999.0072658,10,57.63999938964844
1602575067.556942,11,56.369998931884766
1602575131.91383,12,55.56999969482422
1602575205.6157277,13,61.06999969482422
1602575272.2993937,14,57.689998626708984
1602575340.239699,15,57.560001373291016
1602575409.0955563,16,59.91999816894531
1602575477.658197,17,59.029998779296875
1602575545.2354736,18,61.0099983215332
1602575619.2954128,19,63.279998779296875
1602575689.0847728,20,62.36000061035156
1602575755.5250897,21,57.630001068115234
1602575830.8287032,22,62.2599983215332
1602575894.401689,23,61.77000045776367
1602575961.3227196,24,63.68000030517578
1602576026.0845258,25,63.18000030517578
1602576091.727974,26,59.970001220703125
1602576158.5752022,27,62.09000015258789
1602576223.9513652,28,63.4900016784668
1602576291.5575643,29,63.220001220703125
1602576354.4992373,30,63.61000061035156
1602576428.5920892,31,61.5
1602576502.8335423,32,61.880001068115234
1602576565.543835,33,63.369998931884766
1602576637.4056532,34,64.79000091552734
1602576708.6870232,35,64.18000030517578
1602576777.5368965,36,61.95000076293945
1602576849.1314292,37,59.779998779296875
1602576916.2579105,38,62.84000015258789
1602577005.8772395,39,64.0199966430664
1602577070.035659,40,64.66999816894531
1602577139.7432384,41,63.06999969482422
1602577202.9541917,42,60.27000045776367
1602577274.769134,43,65.12000274658203
1602577339.386327,44,64.98999786376953
1602577406.8808246,45,67.0199966430664
1602577470.435858,46,60.90999984741211
1602577534.0287898,47,63.029998779296875
1602577608.43979,48,64.98999786376953
1602577670.6803386,49,64.48999786376953
1602577738.8540196,50,64.31999969482422
1602577809.7763503,51,63.810001373291016
1602577881.233251,52,67.11000061035156
1602577952.5086374,53,65.8499984741211
1602578019.417701,54,64.7300033569336
1602582382.4666672,55,65.12000274658203
1602582428.920434,56,64.38999938964844
1602582473.9190936,57,65.23999786376953
1602582522.578961,58,61.7599983215332
1602582566.2322176,59,67.80999755859375
1602582612.4845238,60,64.30999755859375
