Wall time,Step,Value
1605164918.3499212,0,52.2599983215332
1605164947.5054464,1,57.540000915527344
1605164976.4320548,2,71.1500015258789
1605165005.1737907,3,75.19999694824219
1605165034.2295542,4,76.69999694824219
1605165063.0034,5,77.3499984741211
1605165091.7357023,6,76.76000213623047
1605165120.6023495,7,79.80999755859375
1605165149.6277723,8,78.19999694824219
1605165178.1860006,9,82.05000305175781
1605165206.698161,10,79.30000305175781
1605165692.711522,11,80.2300033569336
1605165722.0516746,12,81.26000213623047
1605165750.7548063,13,82.0999984741211
1605165779.395592,14,78.7699966430664
1605165807.8148665,15,82.12000274658203
1605165837.298662,16,81.3499984741211
1605165866.8362465,17,80.69999694824219
1605165895.825668,18,83.95999908447266
1605165924.853206,19,82.61000061035156
1605165952.9729557,20,82.62999725341797
1605165981.2123842,21,84.1500015258789
1605166009.5734868,22,82.20999908447266
1605166038.269693,23,83.94000244140625
1605166066.8392382,24,83.41999816894531
1605166095.6910279,25,84.6500015258789
1605166124.392221,26,82.38999938964844
1605166153.2599683,27,85.73999786376953
1605166182.2364247,28,84.3499984741211
1605166210.7850256,29,84.8499984741211
1605166239.4981868,30,85.73999786376953
1605166268.2273045,31,85.02999877929688
1605166296.7170634,32,83.12999725341797
1605166325.548907,33,85.3499984741211
1605166354.4146593,34,86.33999633789062
1605166383.2455049,35,86.62000274658203
1605166411.7372587,36,86.58000183105469
1605166440.3197691,37,86.36000061035156
1605166468.6878533,38,86.12999725341797
1605166496.8425083,39,84.93000030517578
1605166525.6514134,40,86.11000061035156
1605166553.8609216,41,85.5
1605166582.0135834,42,85.47000122070312
1605166610.330803,43,85.12999725341797
1605166638.801613,44,86.37000274658203
1605166667.0839264,45,85.5199966430664
1605166695.8738813,46,86.6500015258789
1605166724.3566592,47,86.2300033569336
1605166752.444493,48,85.87000274658203
1605166781.108785,49,85.29000091552734
1605166809.6713488,50,87.27999877929688
1605166838.2359076,51,86.22000122070312
1605166866.5770645,52,85.56999969482422
1605166894.8045237,53,85.62999725341797
1605166923.063899,54,85.2699966430664
1605166951.5566504,55,85.94000244140625
1605166979.8429537,56,86.05999755859375
1605167007.7732098,57,85.48999786376953
1605167035.9916945,58,85.4000015258789
1605167064.4694853,59,87.62999725341797
1605167092.516429,60,86.81999969482422
1605167120.9642992,61,85.98999786376953
1605167149.1139684,62,86.41000366210938
1605167177.2766023,63,84.80999755859375
1605167205.840164,64,85.37999725341797
1605167234.4037242,65,86.93000030517578
1605167262.610241,66,86.08000183105469
1605167291.1349065,67,84.44000244140625
1605167319.4571142,68,86.7699966430664
1605167347.8062494,69,88.11000061035156
1605167376.1274583,70,84.66000366210938
1605167405.0939417,71,85.98999786376953
1605167433.4011884,72,85.5999984741211
1605167462.323789,73,86.48999786376953
1605167491.194528,74,83.88999938964844
1605167519.6663346,75,86.88999938964844
1605167548.3276346,76,87.19999694824219
1605167576.5062265,77,87.58000183105469
1605167604.99399,78,84.01000213623047
1605167633.2284322,79,87.43000030517578
1605167661.3461876,80,87.44999694824219
1605167689.6225164,81,85.66999816894531
1605167718.0843496,82,86.44999694824219
1605167746.6738415,83,86.95999908447266
1605167775.048907,84,85.19999694824219
1605167803.4419246,85,86.94000244140625
1605167831.9695814,86,85.91999816894531
1605167860.010542,87,87.94999694824219
1605167888.7007637,88,85.45999908447266
1605167917.087797,89,86.11000061035156
1605167945.7750285,90,87.58000183105469
1605167974.0373948,91,86.83000183105469
1605168002.4284177,92,87.27999877929688
1605168030.747633,93,85.9800033569336
1605168058.9352002,94,86.98999786376953
1605168087.250426,95,87.30999755859375
1605168115.6494277,96,87.31999969482422
1605168144.2239592,97,85.06999969482422
1605168172.3018198,98,85.2699966430664
1605168200.8584,99,83.12999725341797
1605168229.5645797,100,88.18000030517578
1605168258.8751426,101,87.80999755859375
1605168287.3658986,102,87.22000122070312
1605168315.934446,103,86.18000030517578
1605168344.385309,104,86.44999694824219
1605168372.9418888,105,86.81999969482422
1605168401.5184157,106,85.66999816894531
1605168430.4021196,107,87.4000015258789
1605168458.9477284,108,87.12999725341797
1605168487.9780414,109,87.16000366210938
1605168516.8039002,110,87.75
1605168545.6566873,111,86.7300033569336
1605168574.2292244,112,86.9000015258789
1605168602.9792867,113,86.7699966430664
1605168631.4281554,114,85.63999938964844
1605168660.1582701,115,86.45999908447266
1605168688.269043,116,87.66000366210938
1605168716.603218,117,86.33999633789062
1605168745.7482235,118,87.41999816894531
1605168773.9547403,119,86.94999694824219
1605168802.2011502,120,88.1500015258789
1605168830.6629837,121,81.87000274658203
1605168859.3202937,122,87.88999938964844
1605168887.8130448,123,84.52999877929688
1605168916.6528664,124,86.70999908447266
1605168945.2293923,125,88.91000366210938
1605168973.4708164,126,87.12999725341797
1605169002.057316,127,88.29000091552734
1605169030.209977,128,86.76000213623047
1605169058.4803226,129,85.45999908447266
1605169087.3181498,130,87.12999725341797
1605169115.7161543,131,86.43000030517578
1605169144.094212,132,87.19000244140625
1605169172.726589,133,85.93000030517578
1605169201.323062,134,87.97000122070312
1605169229.5525172,135,87.30999755859375
1605169258.1489904,136,85.86000061035156
1605169286.6916077,137,87.7699966430664
1605169315.3888116,138,86.44000244140625
1605169344.0072255,139,88.20999908447266
1605169372.3653364,140,87.94000244140625
1605169400.7025042,141,87.94999694824219
1605169429.0845509,142,86.94999694824219
1605169457.576304,143,88.4000015258789
1605169486.003231,144,86.61000061035156
1605169514.6336133,145,86.26000213623047
1605169543.0505672,146,86.30999755859375
1605169571.5582771,147,84.37000274658203
1605169600.1577423,148,86.77999877929688
1605169628.9157832,149,87.2300033569336
1605169657.0794144,150,91.4000015258789
1605169685.9790761,151,91.63999938964844
1605169714.6204293,152,91.63999938964844
1605169743.0234206,153,91.80999755859375
1605169771.7595198,154,91.87000274658203
1605169800.2921636,155,91.66000366210938
1605169828.6193585,156,92.12000274658203
1605169857.0263376,157,91.8499984741211
1605169885.614832,158,91.9800033569336
1605169914.0307887,159,91.91999816894531
1605169942.5215447,160,92.11000061035156
1605169970.957447,161,92.05999755859375
1605169999.3913558,162,92.08000183105469
1605170027.9678822,163,91.93000030517578
1605170056.8785145,164,91.93000030517578
1605170085.3243906,165,92.19000244140625
1605170113.8081653,166,92.19000244140625
1605170142.080506,167,92.16000366210938
1605170170.4575665,168,92.05999755859375
1605170199.1956599,169,91.87000274658203
1605170227.592667,170,92.01000213623047
1605170256.0116155,171,91.97000122070312
1605170284.6788986,172,92.01000213623047
1605170313.1556926,173,91.94000244140625
1605170341.6384702,174,92.08999633789062
1605170369.9257703,175,92.01000213623047
1605170398.2030973,176,92.20999908447266
1605170426.4066222,177,92.16000366210938
1605170455.18062,178,92.06999969482422
1605170483.2046251,179,91.87999725341797
1605170511.6295576,180,92.12000274658203
1605170540.357678,181,91.79000091552734
1605170568.9760923,182,91.94000244140625
1605170597.3621294,183,92.11000061035156
1605170626.0553427,184,91.73999786376953
1605170654.5530806,185,91.7699966430664
1605170682.7885196,186,91.87000274658203
1605170711.4039419,187,92.3499984741211
1605170739.6802723,188,92.27999877929688
1605170767.933664,189,92.05999755859375
1605170796.3117213,190,91.98999786376953
1605170824.9101894,191,92.11000061035156
1605170853.1805348,192,91.94999694824219
1605170882.1031356,193,92.33000183105469
1605170910.7135713,194,91.98999786376953
1605170939.1434894,195,91.73999786376953
1605170967.4547262,196,91.94999694824219
1605170996.03225,197,91.9000015258789
1605171024.7773254,198,91.87000274658203
1605171053.0197458,199,91.87999725341797
1605171081.4217398,200,91.75
1605171110.0890229,201,91.91000366210938
1605171138.7343657,202,91.91999816894531
1605171167.1233933,203,91.91999816894531
1605171195.5044434,204,91.83000183105469
1605171224.1378179,205,91.73999786376953
1605171252.6694643,206,91.87000274658203
1605171280.9447975,207,91.66000366210938
1605171309.687878,208,91.94999694824219
1605171338.1128094,209,92.06999969482422
1605171366.561678,210,91.76000213623047
1605171395.2339485,211,92.0
1605171423.7107418,212,91.63999938964844
1605171452.2054894,213,91.79000091552734
1605171480.7800183,214,91.75
1605171509.2199109,215,91.93000030517578
1605171537.3616016,216,91.72000122070312
1605171566.014922,217,91.80000305175781
1605171594.59843,218,92.05000305175781
1605171622.784003,219,91.83999633789062
1605171651.4851956,220,92.02999877929688
1605171679.8453014,221,92.04000091552734
1605171708.374953,222,92.02999877929688
1605171737.188845,223,91.98999786376953
1605171765.4841237,224,92.12000274658203
1605171794.097551,225,92.02999877929688
1605171822.3998115,226,91.94000244140625
1605171850.8516726,227,92.22000122070312
1605171879.1968179,228,92.12999725341797
1605171907.9189546,229,92.16999816894531
1605171936.5303872,230,92.16000366210938
1605171965.1667535,231,92.16000366210938
1605171993.6405559,232,92.26000213623047
1605172021.8550503,233,92.11000061035156
1605172050.6440086,234,92.08000183105469
1605172079.1726632,235,92.08999633789062
1605172107.4918785,236,92.05000305175781
1605172135.8968642,237,92.06999969482422
1605172164.577113,238,92.05999755859375
1605172192.9102905,239,92.0999984741211
1605172221.0978577,240,92.08999633789062
1605172249.6524434,241,92.08000183105469
1605172278.3287027,242,92.08999633789062
1605172306.7755764,243,92.0199966430664
1605172335.2234468,244,92.05000305175781
1605172363.8797598,245,92.11000061035156
1605172392.167061,246,92.12000274658203
1605172420.5949845,247,91.95999908447266
1605172449.16453,248,92.0199966430664
1605172477.407948,249,91.9000015258789
1605172500.6298034,250,92.08000183105469
1605172519.3517025,251,92.05000305175781
1605172538.2531202,252,92.01000213623047
1605172556.930139,253,92.0199966430664
1605172575.722848,254,92.04000091552734
1605172594.6122978,255,91.95999908447266
1605172613.2643836,256,91.94000244140625
1605172632.0880089,257,91.97000122070312
1605172650.9445472,258,91.9000015258789
1605172669.706339,259,92.01000213623047
1605172688.6087544,260,92.08000183105469
1605172707.377527,261,92.06999969482422
1605172726.0774846,262,91.91999816894531
1605172745.0696597,263,92.04000091552734
1605172763.908246,264,92.0199966430664
1605172782.7907143,265,91.9800033569336
1605172801.844724,266,92.08999633789062
1605172820.5656247,267,92.05000305175781
1605172839.478014,268,92.1500015258789
1605172858.3704557,269,92.01000213623047
1605172877.083378,270,92.0999984741211
1605172895.9937727,271,92.08999633789062
1605172914.6508443,272,92.0999984741211
1605172933.4964116,273,92.02999877929688
1605172952.2931104,274,92.0999984741211
1605172970.998054,275,92.20999908447266
1605172989.9263997,276,92.11000061035156
1605173008.878682,277,92.06999969482422
1605173027.6444626,278,92.08999633789062
1605173046.4730756,279,91.97000122070312
1605173065.1800137,280,92.16000366210938
1605173083.8889472,281,92.08999633789062
1605173102.8103118,282,92.05000305175781
1605173121.5022902,283,92.06999969482422
1605173140.4136813,284,92.08000183105469
1605173159.235313,285,92.08999633789062
1605173177.9542193,286,92.1500015258789
1605173196.8227255,287,92.05999755859375
1605173215.551605,288,92.11000061035156
1605173234.2575464,289,92.08000183105469
1605173253.1918764,290,92.12000274658203
1605173271.88585,291,92.05000305175781
1605173290.8112035,292,92.11000061035156
1605173309.599923,293,92.23999786376953
1605173328.2859182,294,92.22000122070312
1605173347.1793566,295,92.12999725341797
1605173365.9032502,296,91.98999786376953
1605173384.614178,297,92.13999938964844
1605173403.5116067,298,92.11000061035156
1605173422.2195415,299,92.16000366210938
